00,139240
01,97307
02,70596
03,53062
04,37722
05,60361
06,211547
07,279657
08,256036
09,236761
10,207637
11,223874
12,247753
13,283534
14,256713
15,222512
16,199371
17,247708
18,307951
19,334894
20,223576
21,235340
22,228357
23,190176
