00,105816
01,81160
02,65005
03,50859
04,30517
05,20995
06,56196
07,123149
08,184585
09,179074
10,149041
11,133190
12,122591
13,118976
14,115776
15,100124
16,78836
17,89307
18,105899
19,114088
20,132367
21,149337
22,151605
23,132290
