00,59326
01,53349
02,45087
03,27927
04,14623
05,5828
06,9443
07,16517
08,22715
09,29911
10,27930
11,28399
12,32118
13,31283
14,31359
15,30402
16,25902
17,31869
18,42539
19,48739
20,53497
21,60274
22,59177
23,62231
