00,259192
01,177185
02,119332
03,87556
04,74495
05,40901
06,64256
07,121290
08,181380
09,212040
10,227503
11,238807
12,235584
13,225291
14,227622
15,213777
16,197944
17,250656
18,336902
19,365700
20,339558
21,357923
22,373368
23,327800
