00,11548
01,7207
02,4412
03,3006
04,2744
05,4417
06,11357
07,17415
08,18725
09,13246
10,9238
11,9290
12,10607
13,10875
14,10225
15,8948
16,7538
17,9814
18,13016
19,13248
20,13110
21,13347
22,14651
23,14473
