00,37545
01,27193
02,18948
03,12283
04,6122
05,3239
06,6290
07,15005
08,29268
09,37133
10,37126
11,38342
12,43893
13,42263
14,38873
15,37099
16,35202
17,48411
18,62838
19,69444
20,66369
21,63810
22,58317
23,49812
