Day,Total Passengers,AvgPassengers,TotalTripDistance,AvgTripDistance,TotalFareAmount,AvgFareAmount,TotalExtraAmount,AvgExtraAmount,TotalMTATax,AvgMTATax,TotalTipAmount,AvgTipAmount,TotalTollsAmount,AvgTollsAmount,TotalTotalAmount,AvgTotalAmount,TotalNoOfTrips
2015-02-21 22:00,43145,1.77,59617.88,2.45,269776.76,11.09,12100.5,0.5,12148.5,0.5,35172.6,1.45,15,0,336508.76,13.83,"24326	"
2015-02-21 23:00,44399,1.78,66315.52,2.66,286560.82,11.49,12393,0.5,12449.5,0.5,37547.85,1.51,2,0,356434.13,14.29,"24935	"
2015-02-22 0:00,40573,1.76,65904.35,2.86,271401.79,11.77,11453,0.5,11504,0.5,36104.66,1.57,27,0,337403.65,14.64,"23050	"
2015-02-22 1:00,35638,1.76,60957.86,3,244443.01,12.04,10076,0.5,10120,0.5,33150.04,1.63,30,0,303916.67,14.97,"20304	"
2015-02-22 2:00,31420,1.76,55358.6,3.11,217226.84,12.19,8850,0.5,8876,0.5,29563.53,1.66,21,0,269886.53,15.14,"17823	"
2015-02-22 3:00,24528,1.77,43797.45,3.17,177635.43,12.84,6841.5,0.49,6879.5,0.5,22007.31,1.59,58,0,217571.28,15.73,"13832	"
2015-02-22 4:00,14723,1.73,29151.32,3.43,110902.1,13.06,4169,0.49,4214.5,0.5,12096.51,1.42,15,0,133947.17,15.78,"8491	"
2015-02-22 5:00,6000,1.66,14256.45,3.96,51898,14.4,1659.5,0.46,1784,0.5,4905.25,1.36,66,0.02,61393.65,17.03,"3604	"
2015-02-22 6:00,5969,1.55,14273.83,3.7,51875.3,13.45,22,0.01,1914.5,0.5,5558.29,1.44,124,0.03,60651.49,15.72,"3858	"
2015-02-22 7:00,8079,1.51,16478.22,3.09,63144.99,11.84,1,0,2655,0.5,6706.49,1.26,55,0.01,74162.68,13.9,"5335	"
2015-02-22 8:00,14008,1.62,22415.18,2.59,90707.61,10.5,3,0,4307,0.5,10710.54,1.24,94,0.01,108416.05,12.55,"8638	"
2015-02-22 9:00,21351,1.67,29037.99,2.27,123247.57,9.63,2,0,6388.5,0.5,15263.48,1.19,34,0,148774.25,11.63,"12792	"
2015-02-22 10:00,30062,1.69,40021.68,2.25,174095.32,9.78,5,0,8893,0.5,21378.23,1.2,83,0,209796.05,11.78,"17807	"
2015-02-22 11:00,36286,1.72,47528.48,2.25,211042.05,10,5.5,0,10544.5,0.5,26649.87,1.26,36,0,254613.98,12.06,"21114	"
2015-02-22 12:00,37706,1.71,49990.83,2.26,230085.34,10.42,4.5,0,11025,0.5,29049.12,1.32,29,0,276814.06,12.54,"22072	"
2015-02-22 13:00,36940,1.71,49178.82,2.28,226885.28,10.52,3.5,0,10764.5,0.5,28408.58,1.32,18,0,272552.42,12.64,"21562	"
2015-02-22 14:00,36277,1.71,49369.25,2.33,227823.21,10.73,3,0,10586.5,0.5,27799.62,1.31,260,0.01,272846.15,12.86,"21223	"
2015-02-22 15:00,33089,1.7,46550.06,2.39,214724.26,11.03,14,0,9704.5,0.5,26388.59,1.36,143,0.01,256823.83,13.2,"19459	"
2015-02-22 16:00,31320,1.71,43407.72,2.37,200358.44,10.94,117,0.01,9142.5,0.5,24403.56,1.33,100,0.01,239621.02,13.08,"18321	"
2015-02-22 17:00,34612,1.71,48195.37,2.38,220930.84,10.92,137.5,0.01,10097,0.5,28011.42,1.38,51,0,265294.66,13.11,"20229	"
2015-02-22 18:00,38668,1.7,55821.27,2.46,252559.09,11.11,143.5,0.01,11344,0.5,32755.41,1.44,112,0,303735.96,13.36,"22730	"
2015-02-22 19:00,35798,1.69,51249.8,2.42,225030.96,10.63,579.5,0.03,10567,0.5,29516.96,1.39,35,0,272076.52,12.86,"21160	"
2015-02-22 20:00,26430,1.7,41436.04,2.67,171196.29,11.02,7562.5,0.49,7751,0.5,22652.34,1.46,51,0,213873.43,13.77,"15534	"
2015-02-22 21:00,23444,1.7,40749.3,2.95,162382.76,11.76,6809,0.49,6879.5,0.5,21483.12,1.56,4,0,201702.15,14.61,"13805	"
2015-02-22 22:00,24726,1.67,44297.35,3,172627.75,11.68,7318,0.49,7375,0.5,23157.15,1.57,16,0,214927.9,14.54,"14784	"
2015-02-22 23:00,18189,1.67,37902.01,3.47,140560.14,12.88,5365.5,0.49,5441.5,0.5,18166.49,1.66,6,0,172823.13,15.83,"10916	"
2015-02-23 0:00,21922,1.65,46789.69,3.52,171792.7,12.94,6563.8,0.49,6626,0.5,23653.51,1.78,39,0,212656.01,16.02,"13276	"
2015-02-23 1:00,7739,1.64,18166.92,3.84,65096.13,13.76,2318,0.49,2357,0.5,7399.1,1.56,22,0,78610.93,16.61,"4732	"
2015-02-23 2:00,4850,1.59,11429.81,3.74,41599.61,13.62,1501,0.49,1517,0.5,4323.35,1.42,0,0,49857.66,16.33,"3054	"
2015-02-23 3:00,3424,1.58,8432.3,3.89,30770.61,14.21,1056.5,0.49,1074,0.5,2964.87,1.37,0,0,36515.48,16.86,"2166	"
2015-02-23 4:00,3341,1.61,7845.09,3.78,28439.02,13.72,1010.5,0.49,1029,0.5,2720.15,1.31,62,0.03,33882.27,16.34,"2073	"
2015-02-23 5:00,6040,1.56,13467.96,3.48,48444.55,12.52,1707.5,0.44,1923.5,0.5,6019.43,1.56,71,0.02,59325.78,15.33,"3870	"
2015-02-23 6:00,17059,1.55,28017.09,2.54,112761.75,10.23,51.5,0,5497.5,0.5,14338.35,1.3,85,0.01,136038.9,12.34,"11021	"
2015-02-23 7:00,30994,1.59,44308.96,2.28,201792.46,10.38,6.5,0,9705,0.5,26225.5,1.35,16,0,243577.64,12.53,"19434	"
2015-02-23 8:00,36931,1.61,48401.07,2.11,247808.73,10.79,9.5,0,11470,0.5,33443.19,1.46,103,0,299733.14,13.05,"22972	"
2015-02-23 9:00,34316,1.59,43561.95,2.01,234163.31,10.82,8,0,10800.5,0.5,30979.81,1.43,31,0,282471.02,13.06,"21635	"
2015-02-23 10:00,30078,1.62,37478.45,2.02,200422.75,10.79,11.8,0,9271.5,0.5,24918.03,1.34,41,0,240241.23,12.93,"18582	"
2015-02-23 11:00,30103,1.63,36542.57,1.98,193307.69,10.47,12.5,0,9219,0.5,23760.9,1.29,46,0,231883.79,12.56,"18469	"
2015-02-23 12:00,31816,1.65,38111.81,1.97,202975.36,10.5,12,0,9643.5,0.5,24580.82,1.27,93,0,243103.7,12.58,"19322	"
2015-02-23 13:00,31092,1.65,38222.34,2.03,197765.84,10.5,17.5,0,9399,0.5,23660.51,1.26,75,0,236565.91,12.57,"18826	"
2015-02-23 14:00,34068,1.66,44046.51,2.14,220273.54,10.72,19,0,10257.5,0.5,26514.06,1.29,70,0,263301.46,12.81,"20557	"
2015-02-23 15:00,35334,1.67,43002.68,2.04,221737.82,10.51,989.5,0.05,10525,0.5,26206.42,1.24,171,0.01,265962.02,12.61,"21096	"
2015-02-23 16:00,32204,1.69,38836.52,2.03,196144.15,10.27,18609.5,0.97,9533.5,0.5,24941.43,1.31,46,0,255007,13.35,"19098	"
2015-02-23 17:00,38825,1.65,47626.67,2.02,243927.04,10.34,23421.5,0.99,11779.5,0.5,33356.39,1.41,62,0,319623.73,13.54,"23600	"
2015-02-23 18:00,46561,1.65,60507.05,2.14,301592.88,10.66,28109.81,0.99,14129,0.5,43416.69,1.53,59,0,395797.04,13.99,"28301	"
2015-02-23 19:00,46956,1.65,62139.12,2.18,295001.23,10.34,27686.7,0.97,14241,0.5,43019.56,1.51,47,0,388551.79,13.62,"28525	"
2015-02-23 20:00,44327,1.65,65938.6,2.46,283697.58,10.58,13499.3,0.5,13377.5,0.5,41975.52,1.57,38,0,360632.2,13.45,"26807	"
2015-02-23 21:00,42072,1.68,67655.86,2.7,278706.25,11.12,12433,0.5,12496,0.5,42444.59,1.69,69,0,353669.42,14.11,"25067	"
2015-02-23 22:00,36664,1.68,63182.03,2.89,252171.08,11.54,10825.02,0.5,10889.5,0.5,37935.36,1.74,40,0,318413.66,14.57,"21848	"
2015-02-23 23:00,24329,1.68,45933.04,3.17,176874.93,12.22,7162.5,0.49,7213.5,0.5,24972.35,1.73,16,0,220581.18,15.24,"14474	"
2015-02-24 0:00,15778,1.69,31791.98,3.41,118624.25,12.71,4602.5,0.49,4648,0.5,16013.93,1.72,23,0,146710.08,15.72,"9331	"
2015-02-24 1:00,8535,1.64,18441.47,3.54,68103.98,13.08,2553.5,0.49,2587,0.5,8662.79,1.66,49,0.01,83528.37,16.04,"5208	"
2015-02-24 2:00,5354,1.64,11100.63,3.41,41066.44,12.6,1608.5,0.49,1615,0.5,4925.29,1.51,25,0.01,50216.43,15.41,"3258	"
2015-02-24 3:00,3686,1.73,7407.3,3.48,27490.1,12.9,1034,0.49,1058.5,0.5,2910.1,1.37,6,0,33137.4,15.55,"2131	"
2015-02-24 4:00,3289,1.68,6854.47,3.51,24831.66,12.71,944.5,0.48,963.5,0.49,2488.11,1.27,0,0,29818.56,15.26,"1954	"
2015-02-24 5:00,5948,1.52,11230.08,2.87,42589.3,10.89,1732,0.44,1947.5,0.5,5261.8,1.35,66,0.02,52770.56,13.49,"3912	"
2015-02-24 6:00,18879,1.52,29634.43,2.38,123540.24,9.94,75.5,0.01,6200,0.5,15718.76,1.26,126,0.01,149390.16,12.01,"12434	"
2015-02-24 7:00,35521,1.58,47998.68,2.14,232359.69,10.34,607.12,0.03,11226,0.5,30207.16,1.34,41,0,281181.37,12.51,"22477	"
2015-02-24 8:00,41103,1.59,51009.91,1.98,385618.9,14.96,15.5,0,12875,0.5,39087.37,1.52,71,0,445405.99,17.27,"25784	"
2015-02-24 9:00,38300,1.59,46322.78,1.92,267078.77,11.09,12.5,0,12019.5,0.5,35833.57,1.49,51,0,322218.66,13.38,"24080	"
2015-02-24 10:00,33608,1.59,40290.14,1.91,235692.29,11.18,15,0,10522,0.5,30456.41,1.45,42,0,283051.36,13.43,"21074	"
2015-02-24 11:00,33118,1.63,38920.66,1.91,227887.22,11.21,8,0,10148,0.5,28742.82,1.41,88,0,272972.3,13.42,"20334	"
2015-02-24 12:00,34651,1.64,39671.3,1.87,232007.29,10.95,17.5,0,10581,0.5,29278.97,1.38,42,0,364610.37,17.2,"21193	"
2015-02-24 13:00,32459,1.62,39124.14,1.96,218159.02,10.91,19.5,0,9984.5,0.5,26886.72,1.34,129,0.01,261180.64,13.06,"20004	"
2015-02-24 14:00,35689,1.63,43551.67,1.99,238517.16,10.91,23.5,0,10912.5,0.5,29939.13,1.37,126,0.01,286079.65,13.08,"21868	"
2015-02-24 15:00,34903,1.64,41955.5,1.98,230093.1,10.83,986,0.05,10597.5,0.5,28107.37,1.32,120,0.01,276278.86,13.01,"21239	"
2015-02-24 16:00,29041,1.65,35211.66,2,185924.95,10.57,17217.5,0.98,8779.5,0.5,24280.03,1.38,16,0,241497.44,13.72,"17597	"
2015-02-24 17:00,35997,1.63,44588.33,2.02,232979.75,10.57,21899,0.99,11008.5,0.5,31804.83,1.44,21,0,304327.78,13.8,"22052	"
2015-02-24 18:00,45351,1.65,56404.81,2.05,293684.24,10.66,27448,1,13759,0.5,41931.9,1.52,25,0,385113,13.98,"27555	"
2015-02-24 19:00,45766,1.64,61261.59,2.2,294798.77,10.56,27104,0.97,13934.5,0.5,44010.32,1.58,36,0,388259.93,13.91,"27909	"
2015-02-24 20:00,45213,1.63,67780.56,2.45,300927.2,10.86,13970,0.5,13830,0.5,45447.88,1.64,24,0,382513.18,13.8,"27711	"
2015-02-24 21:00,45194,1.66,74329.84,2.72,312448.98,11.44,13557,0.5,13617.5,0.5,47808.81,1.75,79,0,395703.95,14.49,"27302	"
2015-02-24 22:00,40371,1.67,69872.69,2.9,284918.24,11.81,11972.5,0.5,12026,0.5,43129.03,1.79,79,0,359367.18,14.89,"24134	"
2015-02-24 23:00,30046,1.67,54949.32,3.05,217272.13,12.07,8913.5,0.5,8968.5,0.5,31741.07,1.76,61,0,272358.02,15.13,"18006	"
2015-02-25 0:00,18523,1.65,37749.49,3.36,142351.44,12.66,5551.5,0.49,5598.5,0.5,20098.37,1.79,23,0,176994.21,15.74,"11245	"
2015-02-25 1:00,10148,1.63,20931.72,3.36,78461.22,12.61,3061.5,0.49,3092,0.5,10059.3,1.62,0,0,96538.52,15.52,"6222	"
2015-02-25 2:00,6577,1.63,13412.23,3.33,50274.27,12.48,1992,0.49,2001.5,0.5,6373.99,1.58,64,0.02,61911.76,15.37,"4027	"
2015-02-25 3:00,4339,1.64,8864.79,3.35,33383.41,12.61,1301.5,0.49,1313.5,0.5,3608.17,1.36,25,0.01,40425.08,15.27,"2647	"
2015-02-25 4:00,3664,1.61,7905.71,3.48,29313.34,12.92,1105,0.49,1122,0.49,3052.66,1.35,86,0.04,35359.4,15.58,"2269	"
2015-02-25 5:00,5947,1.52,11544.45,2.96,45823.4,11.74,1743,0.45,1940.5,0.5,5556.76,1.42,53,0.01,56286.96,14.42,"3903	"
2015-02-25 6:00,18513,1.56,27632.47,2.33,114777.01,9.68,63,0.01,5921,0.5,14723.78,1.24,40,0,139084.51,11.73,"11858	"
2015-02-25 7:00,34812,1.61,47157.22,2.18,223702.28,10.34,5,0,10800,0.5,29734.79,1.37,118,0.01,270848.82,12.52,"21627	"
2015-02-25 8:00,40514,1.63,50212.78,2.02,268850.45,10.79,16,0,12440.5,0.5,37643.18,1.51,43,0,326466.69,13.1,"24913	"
2015-02-25 9:00,37344,1.62,44980.54,1.95,253458.22,10.98,9,0,11524,0.5,34899.54,1.51,108,0,306928.34,13.29,"23087	"
2015-02-25 10:00,32994,1.63,39736.5,1.96,224702.2,11.08,13,0,10123,0.5,29267.11,1.44,23,0,270211.47,13.33,"20278	"
2015-02-25 11:00,32293,1.64,39376.89,2,223600.12,11.37,8.5,0,9820,0.5,28151.66,1.43,44,0,267526.63,13.6,"19671	"
2015-02-25 12:00,33224,1.63,39695.15,1.94,231212.85,11.32,10,0,10191.5,0.5,29013.85,1.42,91,0,276648.22,13.54,"20425	"
2015-02-25 13:00,32489,1.64,40282.57,2.03,221943.22,11.21,22,0,9874,0.5,28059.29,1.42,199,0.01,266044.01,13.44,"19798	"
2015-02-25 14:00,34363,1.64,43575.77,2.08,240075.08,11.45,167.74,0.01,10458.5,0.5,29848.39,1.42,48,0,286885.21,13.68,"20966	"
2015-02-25 15:00,32769,1.65,40292,2.02,220121.44,11.06,889.5,0.04,9935,0.5,27039.77,1.36,122,0.01,264086.04,13.26,"19911	"
2015-02-25 16:00,26561,1.65,33107.64,2.05,175849.58,10.9,15724.5,0.97,8047,0.5,22880.23,1.42,24,0,227366.21,14.09,"16140	"
2015-02-25 17:00,33315,1.62,42314.48,2.06,228001.09,11.11,20351,0.99,10250,0.5,31078.81,1.51,17,0,295857.62,14.41,"20527	"
2015-02-25 18:00,43031,1.65,53449.45,2.04,285440.92,10.91,25963.5,0.99,13046,0.5,40256.9,1.54,45,0,372603.35,14.25,"26152	"
2015-02-25 19:00,45966,1.64,60812.29,2.17,297744.11,10.64,27135,0.97,13967.5,0.5,43886.6,1.57,50,0,391174.97,13.98,"27979	"
2015-02-25 20:00,44576,1.64,67512.19,2.49,297627.58,10.98,13679,0.5,13526.5,0.5,44462.26,1.64,54,0,377484.47,13.92,"27114	"
2015-02-25 21:00,44662,1.66,73771.67,2.75,309683.46,11.54,13324,0.5,13391.5,0.5,47528.04,1.77,114,0,392094.06,14.6,"26847	"
2015-02-25 22:00,41891,1.67,73050.21,2.91,300670.11,11.99,12433,0.5,12499.5,0.5,44881.89,1.79,20,0,378025.06,15.08,"25070	"
2015-02-25 23:00,33093,1.68,60153.97,3.06,240596.32,12.24,9735,0.5,9791.5,0.5,35985.14,1.83,82,0,302090.98,15.37,"19649	"
2015-02-26 0:00,21384,1.67,41685.94,3.25,161519.91,12.58,6351,0.49,6391.5,0.5,22579.32,1.76,47,0,200747.74,15.63,"12843	"
2015-02-26 1:00,12539,1.67,24328.65,3.24,93159.17,12.4,3719.5,0.5,3729.5,0.5,12106.22,1.61,43,0.01,115009.79,15.31,"7511	"
2015-02-26 2:00,7626,1.63,16169.4,3.45,58241.4,12.43,2315,0.49,2328.5,0.5,6996.08,1.49,51,0.01,71336.58,15.23,"4684	"
2015-02-26 3:00,5098,1.64,10895.74,3.5,40314.42,12.96,1523,0.49,1540.5,0.5,4655.98,1.5,12,0,48978,15.74,"3111	"
2015-02-26 4:00,4113,1.63,9501.22,3.77,34994.06,13.9,1217.5,0.48,1243,0.49,3545.77,1.41,50,0.02,41805.43,16.6,"2518	"
2015-02-26 5:00,6066,1.52,12480.26,3.13,47482.17,11.92,1753.5,0.44,1980.5,0.5,5870.96,1.47,107,0.03,58388.73,14.66,"3983	"
2015-02-26 6:00,18410,1.54,28867.45,2.41,118984.74,9.92,56,0,5984,0.5,15267.6,1.27,50,0,143941.9,12,"11993	"
2015-02-26 7:00,35678,1.6,50433.91,2.26,232796.2,10.41,15.5,0,11169,0.5,31096.04,1.39,107,0,281896.12,12.61,"22363	"
2015-02-26 8:00,41029,1.59,53602.06,2.08,281395.38,10.93,27,0,12858.5,0.5,39481.19,1.53,58,0,341547.65,13.26,"25754	"
2015-02-26 9:00,38195,1.58,48189.19,1.99,271080.02,11.19,18.5,0,12097,0.5,38537.79,1.59,27,0,329033.13,13.58,"24223	"
2015-02-26 10:00,33474,1.6,40703.76,1.94,230353.33,11.01,17,0,10449.5,0.5,30285.13,1.45,34,0,277415.66,13.26,"20928	"
2015-02-26 11:00,33026,1.6,39366.5,1.91,225877.49,10.97,20,0,10279.5,0.5,29119.39,1.41,79,0,271550.28,13.19,"20591	"
2015-02-26 12:00,34231,1.61,41378.66,1.95,235168.65,11.07,840.17,0.04,10600.5,0.5,29716.39,1.4,117,0.01,282810.51,13.32,"21239	"
2015-02-26 13:00,34650,1.61,43848.17,2.04,239920.41,11.14,20.5,0,10738.5,0.5,30498.41,1.42,171,0.01,287812.48,13.36,"21536	"
2015-02-26 14:00,35616,1.62,44960.81,2.05,246165.97,11.23,28.5,0,10930,0.5,30853.69,1.41,203,0.01,294754.56,13.45,"21918	"
2015-02-26 15:00,33816,1.65,42823.46,2.09,230351.24,11.23,1724.7,0.08,10227,0.5,27889.93,1.36,138,0.01,276482.67,13.48,"20506	"
2015-02-26 16:00,26941,1.64,34380.34,2.1,180759.43,11.03,15944,0.97,8174.5,0.5,23944.16,1.46,127,0.01,233877.11,14.27,"16390	"
2015-02-26 17:00,34916,1.64,44087.12,2.07,235296.15,11.07,21059,0.99,10611,0.5,32063.04,1.51,101,0,305520.23,14.37,"21261	"
2015-02-26 18:00,44486,1.64,56846.78,2.1,296416.18,10.95,26881.5,0.99,13519.5,0.5,42276.7,1.56,47,0,387270.68,14.3,"27082	"
2015-02-26 19:00,47878,1.64,64414.36,2.2,314519.43,10.74,28360.5,0.97,14615,0.5,46201.37,1.58,68,0,412546.92,14.09,"29273	"
2015-02-26 20:00,48059,1.65,72587.8,2.49,326776.94,11.2,14702.5,0.5,14556,0.5,48358.07,1.66,20,0,413160.61,14.16,"29170	"
2015-02-26 21:00,47817,1.68,77384.02,2.72,331637.67,11.64,14152.5,0.5,14220,0.5,49590.58,1.74,94,0,418247.47,14.68,"28491	"
2015-02-26 22:00,45180,1.69,78510.49,2.93,327233.49,12.22,13272,0.5,13352,0.5,48836.23,1.82,73,0,410811.84,15.34,"26785	"
2015-02-26 23:00,40370,1.68,72666.94,3.02,294642.96,12.23,11934,0.5,11990,0.5,43373.4,1.8,82,0,369245.82,15.33,"24084	"
2015-02-27 0:00,28109,1.67,52880.98,3.14,207251.67,12.32,8313.5,0.49,8377,0.5,29030.17,1.73,46,0,258070.69,15.35,"16817	"
2015-02-27 1:00,18106,1.66,34648.69,3.18,133827.96,12.3,5380,0.49,5412.5,0.5,18241.92,1.68,22,0,166159.3,15.27,"10879	"
2015-02-27 2:00,11579,1.67,22204.29,3.19,85295.44,12.27,3430.5,0.49,3455.5,0.5,10579.47,1.52,16,0,104861.91,15.09,"6950	"
2015-02-27 3:00,7907,1.66,16032.56,3.36,61326.85,12.85,2344.5,0.49,2364.5,0.5,6906.42,1.45,32,0.01,74405.27,15.59,"4774	"
2015-02-27 4:00,5866,1.65,12812.09,3.6,47497.26,13.35,1740.5,0.49,1765.5,0.5,4854.13,1.36,31,0.01,56955.49,16.01,"3558	"
2015-02-27 5:00,7087,1.58,14954.48,3.34,54332.41,12.12,1997,0.45,2230,0.5,6534.89,1.46,84,0.02,66526.22,14.84,"4482	"
2015-02-27 6:00,17941,1.57,29398.32,2.58,119046.31,10.44,66,0.01,5687,0.5,15179.44,1.33,85,0.01,143481.95,12.59,"11399	"
2015-02-27 7:00,33644,1.59,47526.73,2.25,220863.86,10.46,8.5,0,10542.5,0.5,29388.09,1.39,87,0,267225.51,12.66,"21112	"
2015-02-27 8:00,39637,1.62,50575.6,2.07,270900.63,11.06,21.33,0,12226.5,0.5,37263.33,1.52,88,0,327844.99,13.39,"24485	"
2015-02-27 9:00,37959,1.62,47333,2.02,265152.05,11.31,24.5,0,11703.5,0.5,35779.33,1.53,81,0,319777.22,13.64,"23445	"
2015-02-27 10:00,32762,1.61,40659.09,2,228904.82,11.28,21,0,10129,0.5,29205.35,1.44,74,0,274419.07,13.53,"20289	"
2015-02-27 11:00,33149,1.63,39952.95,1.96,228144.62,11.19,17,0,10179,0.5,28319.44,1.39,58,0,272834.92,13.38,"20387	"
2015-02-27 12:00,34066,1.62,42223.08,2.01,234093.85,11.13,15,0,10498,0.5,29364.97,1.4,145,0.01,280428.31,13.33,"21042	"
2015-02-27 13:00,33154,1.62,42513.48,2.08,230309.73,11.27,17.5,0,10187,0.5,28030.77,1.37,177,0.01,274848.7,13.45,"20434	"
2015-02-27 14:00,35397,1.64,45479.45,2.11,248976.98,11.57,16.5,0,10730,0.5,29363.52,1.36,181,0.01,295726.54,13.74,"21519	"
2015-02-27 15:00,32718,1.67,41583.04,2.12,228822.31,11.68,874,0.04,9769,0.5,27127.92,1.39,132,0.01,272605.2,13.92,"19585	"
2015-02-27 16:00,26945,1.66,34676.69,2.14,186619.97,11.5,15779.5,0.97,8095.5,0.5,23034.97,1.42,90,0.01,238491.09,14.69,"16230	"
2015-02-27 17:00,35305,1.66,44574.63,2.1,241644.97,11.36,21065.5,0.99,10619,0.5,31466.06,1.48,62,0,311239.23,14.63,"21275	"
2015-02-27 18:00,45051,1.66,57713.55,2.13,303503.48,11.2,26876,0.99,13517.5,0.5,41655.45,1.54,36,0,393714.73,14.54,"27087	"
2015-02-27 19:00,52054,1.69,67842.11,2.21,334891.32,10.9,29774.5,0.97,15332.5,0.5,46703.73,1.52,33,0,435960.99,14.19,"30718	"
2015-02-27 20:00,49976,1.68,70038.82,2.36,325229.11,10.94,14998.5,0.5,14840.5,0.5,45483.63,1.53,2,0,409471.6,13.77,"29729	"
2015-02-27 21:00,49778,1.72,72647.27,2.51,322625.56,11.14,14392,0.5,14452,0.5,44370.47,1.53,38,0,404564.77,13.97,"28960	"
2015-02-27 22:00,51835,1.73,79748.27,2.66,347354.57,11.59,14885,0.5,14955,0.5,47730.62,1.59,14,0,433928.97,14.48,"29965	"
2015-02-27 23:00,50776,1.74,83522.74,2.87,355329.15,12.2,14471.5,0.5,14530,0.5,48486.24,1.66,47,0,441601.09,15.16,"29137	"
2015-02-28 0:00,46361,1.75,77141.64,2.91,322493.39,12.18,13135.5,0.5,13207.5,0.5,43783.34,1.65,72,0,400632.73,15.13,"26480	"
2015-02-28 1:00,39210,1.75,66596.61,2.96,269333.45,11.99,11150.5,0.5,11194.5,0.5,36652.22,1.63,91,0,335160.63,14.92,"22462	"
2015-02-28 2:00,31613,1.74,56110.06,3.09,220764.26,12.15,9020,0.5,9044.5,0.5,29400.73,1.62,35,0,273718.51,15.06,"18175	"
2015-02-28 3:00,23563,1.74,43825.83,3.23,170238.44,12.56,6685.5,0.49,6722.5,0.5,21403.39,1.58,53,0,209207.35,15.44,"13550	"
2015-02-28 4:00,14810,1.75,29464.61,3.49,110456.97,13.09,4153,0.49,4187,0.5,11873.73,1.41,9,0,133212.95,15.79,"8439	"
2015-02-28 5:00,6715,1.67,15419.9,3.84,56199.45,13.98,1829.5,0.46,1991.5,0.5,5783.73,1.44,138,0.03,67147.58,16.71,"4019	"
2015-02-28 6:00,7577,1.56,16679.4,3.44,61921.25,12.75,32,0.01,2410,0.5,6542.45,1.35,93,0.02,72454,14.92,"4855	"
2015-02-28 7:00,10861,1.6,18921.07,2.79,74491.15,10.97,1.5,0,3388,0.5,8500.34,1.25,30,0,88447.69,13.02,"6793	"
2015-02-28 8:00,18438,1.63,26924.73,2.38,115065.68,10.16,4.5,0,5652.5,0.5,13620.16,1.2,20,0,137762.34,12.16,"11327	"
2015-02-28 9:00,27443,1.66,35574.05,2.15,162048.84,9.78,3,0,8274.5,0.5,19696.69,1.19,53,0,195049.09,11.77,"16565	"
2015-02-28 10:00,33509,1.68,41311.99,2.07,196151.09,9.83,5,0,9969,0.5,23954.43,1.2,24,0,236092.18,11.83,"19960	"
2015-02-28 11:00,38851,1.7,46928.13,2.05,229525.51,10.02,8.5,0,11438,0.5,28324.77,1.24,96,0,276261.58,12.06,"22898	"
2015-02-28 12:00,41780,1.71,50027.04,2.04,250150.64,10.22,9,0,12227.5,0.5,30431.32,1.24,42,0,300206.16,12.26,"24482	"
2015-02-28 13:00,41827,1.73,49998.92,2.07,253376.51,10.48,11.5,0,12078.5,0.5,30507.89,1.26,29,0,303260.48,12.54,"24175	"
2015-02-28 14:00,40364,1.73,49231.68,2.11,246821.09,10.56,9,0,11661,0.5,29364.92,1.26,136,0.01,295000.77,12.63,"23363	"
2015-02-28 15:00,39377,1.7,48764.11,2.11,243624.33,10.54,39.5,0,11539,0.5,28723.91,1.24,107,0,290966.4,12.59,"23109	"
2015-02-28 16:00,35154,1.71,43655.04,2.12,216188.52,10.52,182,0.01,10263,0.5,25232.94,1.23,32,0,258065.46,12.55,"20560	"
2015-02-28 17:00,39677,1.72,50477.04,2.19,249219.5,10.8,210,0.01,11520.5,0.5,29253.57,1.27,40,0,297167.93,12.88,"23073	"
2015-02-28 18:00,50034,1.73,63049.1,2.18,314146.05,10.87,264.5,0.01,14418,0.5,37613.83,1.3,82,0,375186.59,12.99,"28888	"
2015-02-28 19:00,53106,1.75,66446.9,2.19,334805.84,11.03,978.5,0.03,15152.5,0.5,41577.51,1.37,24,0,401638.55,13.24,"30345	"
2015-02-28 20:00,46150,1.74,60267.58,2.27,292675.86,11.03,12982.5,0.49,13244,0.5,38005.42,1.43,15,0,364880.64,13.76,"26523	"
2015-02-28 21:00,46068,1.77,62333.75,2.39,289792.86,11.13,12931.5,0.5,12999,0.5,37286.92,1.43,6,0,360832.84,13.86,"26032	"
2015-02-28 22:00,51297,1.8,71206.56,2.5,326778.88,11.45,14178.5,0.5,14251.5,0.5,41455.05,1.45,21,0,405244.83,14.2,"28538	"
2015-02-28 23:00,53249,1.79,79046.38,2.66,350497.36,11.8,14776,0.5,14830.5,0.5,45114.03,1.52,49,0,434180.29,14.61,"29713	"
2015-03-01 0:00,49955,1.77,79431.59,2.81,338647.66,11.99,14037,0.5,14092.5,0.5,44095.83,1.56,71,0,419413.89,14.85,"28236	"
2015-03-01 1:00,44040,1.75,73283.17,2.92,299166.99,11.92,12483.5,0.5,12522,0.5,40200.95,1.6,55,0,371958.76,14.82,"25098	"
2015-03-01 2:00,37818,1.76,65766.21,3.05,259557.57,12.05,10698.5,0.5,10730,0.5,34580.45,1.61,106,0,322132.22,14.96,"21538	"
2015-03-01 3:00,28629,1.76,52008.51,3.2,202790.25,12.46,8047,0.49,8092,0.5,25540.6,1.57,44,0,249402.8,15.32,"16276	"
