Pickup_latitude,Pickup_longitude,Dropoff_latitude,Dropoff_longitude,lpep_pickup_datetime,Lpep_dropoff_datetime,Trip_distance
latitude,longitude,latitude,longitude,date,date,float
40.805423736572266,-73.939170837402344,40.808452606201172,-73.955047607421875,1433131336,1433131813,1.06
40.693916320800781,-73.961921691894531,40.688510894775391,-73.950355529785156,1433131342,1433131749,.99
40.711772918701172,-73.940567016601562,40.725765228271484,-73.904632568359375,1433131301,1433131993,3.01
40.834781646728516,-73.864952087402344,40.855175018310547,-73.908378601074219,1433131334,1433132039,3.62
40.765453338623047,-73.913810729980469,40.741481781005859,-73.91522216796875,1433131348,1433132090,2.24
40.745391845703125,-73.903427124023438,40.730728149414063,-73.897468566894531,1433131290,1433131667,1.52
40.753250122070313,-73.86431884765625,40.749336242675781,-73.868446350097656,1433131313,1433131646,.70
40.710651397705078,-73.963821411132813,40.740306854248047,-73.980484008789063,1433131293,1433132076,3.90
40.849617004394531,-73.906303405761719,40.846115112304687,-73.882476806640625,1433131384,1433131854,1.53
40.742961883544922,-73.919044494628906,40.728816986083984,-73.900428771972656,1433131489,1433132002,1.82
40.746906280517578,-73.890907287597656,40.756767272949219,-73.884666442871094,1433131202,1433131790,1.03
40.746105194091797,-73.890190124511719,40.759624481201172,-73.927017211914063,1433131208,1433131894,2.22
40.679176330566406,-73.9820556640625,40.744037628173828,-73.912574768066406,1433131211,1433132582,8.80
40.761936187744141,-73.925453186035156,40.773876190185547,-73.922874450683594,1433131231,1433131452,.85
40.714656829833984,-73.942955017089844,40.701473236083984,-73.9229736328125,1433131217,1433131687,1.75
40.759414672851563,-73.83001708984375,40.771171569824219,-73.829521179199219,1433131227,1433131552,.99
40.841335296630859,-73.872573852539062,40.87213134765625,-73.841682434082031,1433131223,1433131863,3.30
40.677940368652344,-73.9793701171875,40.66973876953125,-73.95806884765625,1433131241,1433131625,1.71
40.844871520996094,-73.937225341796875,40.817821502685547,-73.953132629394531,1433131235,1433131782,2.20
40.587287902832031,-73.954055786132813,40.595783233642578,-73.940895080566406,1433131287,1433131591,1.20
40.714988708496094,-73.95172119140625,40.724151611328125,-73.90045166015625,1433131247,1433131981,3.40
40.689445495605469,-73.969276428222656,40.690746307373047,-73.956466674804688,1433131255,1433131569,1.00
40.8028564453125,-73.933815002441406,40.807483673095703,-73.923934936523438,1433131278,1433131363,.72
40.820148468017578,-73.955085754394531,40.812744140625,-73.953163146972656,1433131262,1433131435,.60
40.759689331054688,-73.829902648925781,40.780487060546875,-73.812118530273437,1433131274,1433131846,2.48
40.792507171630859,-73.941131591796875,40.789669036865234,-73.940040588378906,1433131341,1433131573,.62
40.742546081542969,-73.953048706054688,40.723258972167969,-73.991233825683594,1433131342,1433132801,7.80
40.746662139892578,-73.894020080566406,40.755954742431641,-73.942588806152344,1433131303,1433132027,3.48
40.816368103027344,-73.957763671875,40.824714660644531,-73.954132080078125,1433131338,1433131570,.71
40.800376892089844,-73.957977294921875,40.796169281005859,-73.943695068359375,1433131310,1433131606,.83
40.683372497558594,-73.966537475585937,40.686714172363281,-73.933601379394531,1433131292,1433131931,2.29
40.814990997314453,-73.958305358886719,40.864078521728516,-73.919021606445312,1433131319,1433131950,4.92
40.830345153808594,-73.923194885253906,40.832618713378906,-73.877349853515625,1433131352,1433131870,5.00
40.668876647949219,-73.949745178222656,40.659275054931641,-73.918678283691406,1433131325,1433132029,2.16
40.834079742431641,-73.852020263671875,40.820728302001953,-73.848526000976563,1433131294,1433131532,.96
40.714576721191406,-73.944580078125,40.689460754394531,-73.955345153808594,1433131364,1433131904,2.42
40.722221374511719,-73.957351684570312,40.683891296386719,-73.966995239257813,1433131314,1433132104,3.50
40.695693969726563,-73.967369079589844,40.681198120117188,-73.9561767578125,1433131350,1433131583,1.34
40.737796783447266,-73.852203369140625,40.748954772949219,-73.952156066894531,1433131334,1433132099,6.22
40.770191192626953,-73.918106079101563,40.757968902587891,-73.883110046386719,1433131356,1433131777,2.30
40.844200134277344,-73.938957214355469,40.852035522460938,-73.928306579589844,1433131298,1433131694,1.00
40.826602935791016,-73.950401306152344,40.821487426757813,-73.938705444335938,1433131388,1433131711,.78
40.748016357421875,-73.881149291992188,40.7518310546875,-73.855201721191406,1433131403,1433131934,1.54
40.830150604248047,-73.94775390625,40.831371307373047,-73.89697265625,1433131200,1433132207,3.47
40.801498413085938,-73.950096130371094,40.816238403320313,-73.937042236328125,1433131208,1433131515,1.44
40.81878662109375,-73.914398193359375,40.821319580078125,-73.912239074707031,1433131204,1433132140,1.78
40.697002410888672,-73.996955871582031,40.695953369140625,-73.967781066894531,1433131228,1433131750,1.82
40.808147430419922,-73.945091247558594,40.814369201660156,-73.944236755371094,1433131211,1433131391,.56
40.654567718505859,-74.00433349609375,40.643825531005859,-73.997589111328125,1433131224,1433131484,1.19
40.809432983398438,-73.959403991699219,40.768135070800781,-73.952644348144531,1433131218,1433131844,3.94
40.693218231201172,-73.988815307617188,40.694660186767578,-73.993759155273438,1433131243,1433131698,.81
40.652706146240234,-73.962043762207031,40.695301055908203,-73.938911437988281,1433131236,1433132199,4.10
40.714038848876953,-73.951919555664062,40.707328796386719,-73.958633422851563,1433131279,1433131573,.96
40.804313659667969,-73.962806701660156,40.814182281494141,-73.937164306640625,1433131266,1433131933,2.17
40.787616729736328,-73.949745178222656,40.754085540771484,-73.991950988769531,1433131248,1433132061,3.94
40.815891265869141,-73.896591186523438,40.806968688964844,-73.94598388671875,1433131274,1433132057,3.74
40.718925476074219,-73.961158752441406,40.718955993652344,-73.964080810546875,1433131233,1433131308,.21
40.739532470703125,-73.867149353027344,40.736717224121094,-73.921852111816406,1433131257,1433132577,3.50
40.695392608642578,-73.949554443359375,40.681411743164062,-73.955703735351563,1433131342,1433131773,.21
40.670234680175781,-73.983154296875,40.673992156982422,-73.95599365234375,1433131298,1433131880,1.98
40.747669219970703,-73.884101867675781,40.745201110839844,-73.918350219726562,1433131311,1433131831,2.02
40.805496215820312,-73.939117431640625,40.778915405273438,-73.962059020996094,1433131339,1433131866,2.30
40.721057891845703,-73.957038879394531,40.726978302001953,-73.946952819824219,1433131317,1433131550,.76
40.81024169921875,-73.951507568359375,40.820629119873047,-73.954559326171875,1433131306,1433131678,.91
40.8187255859375,-73.952484130859375,40.805278778076172,-73.951194763183594,1433131357,1433131702,1.19
40.736675262451172,-73.955230712890625,40.724815368652344,-73.951461791992188,1433131352,1433131647,.87
40.715953826904297,-73.961982727050781,40.708530426025391,-73.943389892578125,1433131330,1433131780,1.35
40.677871704101563,-73.98297119140625,40.6513671875,-73.972587585449219,1433131296,1433131906,2.54
40.711029052734375,-73.950942993164063,40.750656127929687,-73.893959045410156,1433131288,1433132016,4.46
40.702400207519531,-73.986846923828125,40.651363372802734,-73.946708679199219,1433131335,1433133427,6.84
40.759254455566406,-73.829864501953125,40.789306640625,-73.842018127441406,1433131346,1433132079,2.73
40.673114776611328,-73.94561767578125,40.815738677978516,-73.940505981445313,1433131350,1433133452,13.77
40.694038391113281,-73.962257385253906,40.740341186523438,-74.005844116210937,1433131319,1433132431,5.00
40.723461151123047,-73.950592041015625,40.692352294921875,-73.942649841308594,1433131293,1433132005,2.50
40.731048583984375,-73.848709106445313,40.730216979980469,-73.822746276855469,1433131428,1433131824,1.81
40.713851928710937,-73.956092834472656,40.689666748046875,-73.973945617675781,1433131524,1433131996,2.52
40.680221557617187,-73.945716857910156,40.691482543945313,-73.944129943847656,1433131391,1433131552,.97
40.806682586669922,-73.946220397949219,40.816326141357422,-73.953933715820312,1433131538,1433131811,.98
40.8260498046875,-73.939651489257813,40.805461883544922,-73.939094543457031,1433131447,1433131825,1.79
40.829124450683594,-73.876075744628906,40.822151184082031,-73.867012023925781,1433131375,1433131638,.94
40.800189971923828,-73.944747924804688,40.814117431640625,-73.940620422363281,1433131520,1433131703,1.22
40.763870239257813,-73.930946350097656,40.746723175048828,-73.9217529296875,1433131418,1433131929,2.16
40.687030792236328,-73.975906372070313,40.690853118896484,-73.943084716796875,1433131526,1433131950,1.77
40.745323181152344,-73.903411865234375,40.715358734130859,-73.913406372070312,1433131586,1433132184,2.46
40.718898773193359,-73.961128234863281,40.718040466308594,-73.986915588378906,1433131463,1433132071,2.95
40.754501342773438,-73.923690795898437,40.745582580566406,-73.923973083496094,1433131531,1433131745,.80
40.725109100341797,-73.952667236328125,40.716171264648438,-73.959449768066406,1433131407,1433131705,.92
40.748935699462891,-73.869468688964844,40.737579345703125,-73.862724304199219,1433131437,1433131687,1.05
40.840488433837891,-73.842384338378906,40.819210052490234,-73.819473266601562,1433131371,1433131806,2.15
40.798805236816406,-73.942085266113281,40.798202514648438,-73.932472229003906,1433131434,1433131816,.75
40.809192657470703,-73.944610595703125,40.826778411865234,-73.937469482421875,1433131385,1433131823,1.54
40.804546356201172,-73.937393188476563,40.809230804443359,-73.923095703125,1433131524,1433131909,1.12
40.819507598876953,-73.930259704589844,40.800014495849609,-73.95269775390625,1433131498,1433132432,2.56
40.814365386962891,-73.944229125976563,40.883716583251953,-73.848136901855469,1433131469,1433132727,9.50
40.749153137207031,-73.937843322753906,40.759246826171875,-73.917701721191406,1433131487,1433132089,2.22
40.710628509521484,-73.951004028320312,40.866798400878906,-73.9229736328125,1433131366,1433133461,13.99
40.683547973632813,-73.992576599121094,40.751995086669922,-73.976531982421875,1433131484,1433132648,6.86
40.786701202392578,-73.942085266113281,40.809364318847656,-73.92327880859375,1433131559,1433131960,1.90
40.816097259521484,-73.91754150390625,40.821521759033203,-73.907600402832031,1433131508,1433131848,.90
40.714111328125,-73.951492309570313,40.688289642333984,-73.967864990234375,1433131504,1433131945,2.30
40.704174041748047,-73.919174194335938,40.745235443115234,-73.957077026367188,1433131570,1433132790,4.80
40.687694549560547,-73.975852966308594,40.6845703125,-73.98638916015625,1433131482,1433131951,1.50
40.750709533691406,-73.875595092773438,40.747333526611328,-73.886985778808594,1433131453,1433131764,.80
40.693927764892578,-73.961860656738281,40.697841644287109,-73.928054809570313,1433131429,1433131962,1.80
40.697566986083984,-73.92999267578125,40.727806091308594,-73.951141357421875,1433131399,1433132187,3.00
40.749954223632812,-73.882392883300781,40.753303527832031,-73.829902648925781,1433131397,1433132236,3.40
40.824703216552734,-73.954154968261719,40.816581726074219,-73.946640014648438,1433131638,1433131972,.97
40.802597045898438,-73.942924499511719,40.802341461181641,-73.952507019042969,1433131899,1433132149,.83
40.807598114013672,-73.945716857910156,40.805133819580078,-73.939346313476562,1433131731,1433131906,.66
40.799606323242188,-73.943832397460938,40.802013397216797,-73.945671081542969,1433131465,1433131643,.45
40.748142242431641,-73.891746520996094,40.749668121337891,-73.88433837890625,1433131486,1433131709,.47
40.721340179443359,-73.844314575195313,40.708999633789063,-73.851280212402344,1433131478,1433131682,.59
40.710346221923828,-73.963737487792969,40.717029571533203,-73.962440490722656,1433131435,1433131630,.83
40.592155456542969,-73.9500732421875,40.609420776367188,-73.968269348144531,1433131493,1433131845,2.13
40.746280670166016,-73.896003723144531,40.760448455810547,-73.870048522949219,1433131456,1433131947,3.08
40.675731658935547,-73.980941772460938,40.616153717041016,-74.025955200195313,1433131398,1433132067,5.48
40.810386657714844,-73.951408386230469,40.848831176757812,-73.936637878417969,1433131408,1433132150,2.99
40.813911437988281,-73.940513610839844,40.762966156005859,-73.989303588867187,1433131379,1433132251,6.53
40.672767639160156,-73.954368591308594,40.680061340332031,-73.943634033203125,1433131385,1433131590,.98
40.746875762939453,-73.890838623046875,40.74609375,-73.855758666992188,1433131372,1433132005,2.33
40.764724731445313,-73.771507263183594,40.781944274902344,-73.811912536621094,1433131414,1433132083,3.50
40.757362365722656,-73.915504455566406,40.805740356445313,-73.95037841796875,1433131369,1433132340,5.55
40.742687225341797,-73.917213439941406,40.746109008789063,-73.896697998046875,1433131534,1433131898,1.14
40.686161041259766,-73.974105834960938,40.681175231933594,-73.942512512207031,1433131568,1433132144,2.03
40.717922210693359,-73.957618713378906,40.697128295898438,-73.934272766113281,1433131432,1433132239,2.60
40.805591583251953,-73.939239501953125,40.804386138916016,-73.955093383789063,1433131396,1433131852,1.13
40.714523315429688,-73.944648742675781,40.745479583740234,-73.920982360839844,1433131450,1433132297,3.46
40.7213134765625,-73.844223022460938,40.702751159667969,-73.897216796875,1433131426,1433133606,7.62
40.681598663330078,-73.932716369628906,40.659786224365234,-73.945648193359375,1433131591,1433132364,2.39
40.742946624755859,-73.918693542480469,40.729831695556641,-73.862495422363281,1433131502,1433132218,3.17
40.690788269042969,-73.955360412597656,40.827499389648438,-73.945053100585937,1433131524,1433133885,14.17
40.722328186035156,-73.957511901855469,40.721771240234375,-73.843170166015625,1433131444,1433132904,7.47
40.710975646972656,-73.951339721679688,40.725883483886719,-74.008735656738281,1433131553,1433132608,3.48
40.716991424560547,-73.956611633300781,40.710605621337891,-73.966087341308594,1433131576,1433131803,.80
40.842662811279297,-73.8460693359375,40.862640380859375,-73.87042236328125,1433131530,1433132095,2.40
40.707416534423828,-73.92413330078125,40.6820068359375,-73.958641052246094,1433131506,1433132304,3.60
40.716888427734375,-73.954742431640625,40.735107421875,-73.955123901367188,1433131522,1433131863,1.50
40.804618835449219,-73.955192565917969,40.831291198730469,-73.926582336425781,1433131482,1433132078,2.60
40.723438262939453,-73.950592041015625,40.710685729980469,-73.967521667480469,1433131513,1433131957,1.60
40.810642242431641,-73.952033996582031,40.805534362792969,-73.935997009277344,1433131737,1433132152,1.12
40.826217651367188,-73.916961669921875,40.826225280761719,-73.916961669921875,1433131690,1433131692,.00
40.756031036376953,-73.880325317382812,40.744449615478516,-73.877250671386719,1433131655,1433131986,.95
40.805164337158203,-73.954795837402344,40.816673278808594,-73.941093444824219,1433131728,1433132057,1.28
40.761077880859375,-73.923492431640625,40.754547119140625,-73.933456420898437,1433131649,1433131882,1.17
40.68359375,-73.96697998046875,40.679531097412109,-73.934272766113281,1433131669,1433132142,1.78
40.746246337890625,-73.898582458496094,40.748222351074219,-73.905235290527344,1433131809,1433131917,.49
40.847278594970703,-73.938064575195313,40.833900451660156,-73.938652038574219,1433131733,1433131982,.97
40.807933807373047,-73.945320129394531,40.814620971679688,-73.944175720214844,1433131719,1433131883,.55
40.747005462646484,-73.890884399414062,40.751804351806641,-73.870925903320313,1433131709,1433132134,1.26
40.803058624267578,-73.963943481445312,40.829433441162109,-73.945693969726563,1433131755,1433132241,2.10
40.798484802246094,-73.933670043945313,40.832103729248047,-73.940872192382812,1433131658,1433132038,3.34
40.759571075439453,-73.830360412597656,40.742546081542969,-73.820541381835938,1433131764,1433132101,1.53
40.66796875,-73.983795166015625,40.683803558349609,-73.976913452148437,1433131716,1433132123,1.50
40.752784729003906,-73.866180419921875,40.747341156005859,-73.888282775878906,1433131604,1433132389,1.53
40.747501373291016,-73.883995056152344,40.761245727539062,-73.877822875976562,1433131782,1433132405,1.29
40.809925079345703,-73.943870544433594,40.779911041259766,-73.982498168945313,1433131824,1433132484,3.56
40.737190246582031,-73.956779479980469,40.762062072753906,-73.949729919433594,1433131903,1433132593,3.24
40.711029052734375,-73.965255737304688,40.71905517578125,-73.963203430175781,1433131762,1433131997,.69
40.839595794677734,-73.937042236328125,40.848636627197266,-73.939277648925781,1433131992,1433132343,1.09
40.755165100097656,-73.922279357910156,40.754570007324219,-73.88330078125,1433131779,1433132415,2.28
40.814613342285156,-73.944122314453125,40.816143035888672,-73.939666748046875,1433132014,1433132082,.34
40.747581481933594,-73.884925842285156,40.768062591552734,-73.919097900390625,1433131855,1433132534,3.04
40.804084777832031,-73.936538696289063,40.804092407226563,-73.966407775878906,1433131890,1433132502,2.05
40.841545104980469,-73.940635681152344,40.818641662597656,-73.941665649414063,1433131703,1433132345,1.97
40.713584899902344,-73.828964233398438,40.765331268310547,-73.811851501464844,1433131996,1433132615,5.35
40.711238861083984,-73.947868347167969,40.708831787109375,-73.899307250976563,1433131971,1433132630,2.85
40.679641723632813,-73.974380493164063,40.663581848144531,-73.957122802734375,1433132020,1433132371,1.78
40.711399078369141,-73.946952819824219,40.695774078369141,-73.946563720703125,1433131641,1433132613,2.73
40.71417236328125,-73.956192016601563,40.692741394042969,-73.934005737304688,1433131956,1433132910,2.82
40.695491790771484,-73.994041442871094,40.705272674560547,-73.944572448730469,1433131981,1433132854,4.46
40.814247131347656,-73.940765380859375,40.825687408447266,-73.950851440429688,1433131684,1433132056,1.18
40.7647705078125,-73.916748046875,40.764991760253906,-73.924095153808594,1433131678,1433131868,.49
40.718311309814453,-73.959373474121094,40.743019104003906,-73.883064270019531,1433131795,1433132839,4.93
40.824131011962891,-73.948463439941406,40.770648956298828,-73.986358642578125,1433131923,1433132739,5.57
40.662242889404297,-73.953109741210937,40.690990447998047,-73.999794006347656,1433131871,1433132955,6.51
40.833541870117188,-73.860832214355469,40.838912963867188,-73.860481262207031,1433131832,1433131977,.41
40.804592132568359,-73.937675476074219,40.807716369628906,-73.945152282714844,1433131645,1433131788,.45
40.851470947265625,-73.895736694335938,40.851470947265625,-73.895736694335938,1433131796,1433131798,.00
40.835437774658203,-73.944053649902344,40.824150085449219,-73.948829650878906,1433131801,1433132071,.97
40.7469482421875,-73.8916015625,40.757278442382812,-73.915283203125,1433131616,1433132050,1.40
40.806301116943359,-73.954025268554687,40.828662872314453,-73.937606811523438,1433131651,1433132105,1.78
40.748023986816406,-73.879341125488281,40.750373840332031,-73.854743957519531,1433131687,1433132239,1.57
40.689655303955078,-73.973365783691406,40.693653106689453,-73.982658386230469,1433131707,1433131859,.71
40.756706237792969,-73.929512023925781,40.75775146484375,-73.916435241699219,1433131596,1433131905,.96
40.746490478515625,-73.891304016113281,40.748058319091797,-73.89813232421875,1433131753,1433131941,.70
40.715908050537109,-73.959823608398438,40.728740692138672,-73.951553344726563,1433131717,1433132019,1.13
40.682273864746094,-73.961219787597656,40.679824829101563,-73.937591552734375,1433131712,1433132244,1.90
40.688682556152344,-73.949958801269531,40.689838409423828,-73.939224243164063,1433131682,1433131805,.58
40.815280914306641,-73.958038330078125,40.795406341552734,-73.945854187011719,1433132009,1433132498,1.82
40.705123901367188,-73.939445495605469,40.705146789550781,-73.939430236816406,1433131945,1433131987,.00
40.804435729980469,-73.962875366210938,40.787677764892578,-73.978919982910156,1433131603,1433131976,1.59
40.759105682373047,-73.919090270996094,40.773040771484375,-73.928062438964844,1433131916,1433132300,1.46
40.810691833496094,-73.952491760253906,40.8077392578125,-73.939079284667969,1433131959,1433132228,.86
40.752838134765625,-73.923912048339844,40.749317169189453,-73.885093688964844,1433131720,1433132487,2.69
40.721343994140625,-73.844268798828125,40.763259887695313,-73.875984191894531,1433131664,1433132635,4.87
40.759605407714844,-73.830619812011719,40.740741729736328,-73.87945556640625,1433131609,1433132556,3.62
40.718986511230469,-73.956390380859375,40.717166900634766,-73.988807678222656,1433131781,1433132486,2.94
40.807727813720703,-73.919441223144531,40.863788604736328,-73.925605773925781,1433131675,1433132300,5.03
40.843170166015625,-73.911231994628906,40.828903198242187,-73.899444580078125,1433131892,1433132509,1.65
40.714958190917969,-73.951698303222656,40.710926055908203,-74.005569458007813,1433131868,1433132551,4.69
40.747249603271484,-73.885963439941406,40.759716033935547,-73.830345153808594,1433131792,1433132664,3.11
40.757526397705078,-73.915878295898437,40.757076263427734,-73.914886474609375,1433131631,1433131679,.02
40.746723175048828,-73.943702697753906,40.747215270996094,-73.98553466796875,1433131843,1433132787,4.70
40.717758178710937,-73.957817077636719,40.681552886962891,-73.961463928222656,1433131735,1433132820,3.14
40.681556701660156,-73.957771301269531,40.741550445556641,-74.004875183105469,1433131910,1433133051,5.76
40.683963775634766,-73.978797912597656,40.668708801269531,-73.891181945800781,1433131931,1433133049,5.26
40.770538330078125,-73.917022705078125,40.832710266113281,-73.946075439453125,1433131993,1433132819,6.40
40.806705474853516,-73.949859619140625,40.839588165283203,-73.886512756347656,1433131746,1433133371,5.70
40.813266754150391,-73.945152282714844,40.826011657714844,-73.94329833984375,1433131379,1433131686,1.16
40.879093170166016,-73.9046630859375,40.887001037597656,-73.904197692871094,1433131414,1433131753,.94
40.7596435546875,-73.82989501953125,40.785392761230469,-73.841094970703125,1433131372,1433131906,2.52
40.679290771484375,-73.975433349609375,40.670650482177734,-73.981819152832031,1433131426,1433131605,.69
40.810882568359375,-73.952468872070313,40.817600250244141,-73.953193664550781,1433131502,1433131646,.54
40.805381774902344,-73.93927001953125,40.80377197265625,-73.952232360839844,1433131386,1433131663,.87
40.746994018554687,-73.890922546386719,40.761638641357422,-73.895942687988281,1433131394,1433131780,1.37
40.701896667480469,-73.943740844726563,40.714469909667969,-73.961341857910156,1433131524,1433131979,1.53
40.828159332275391,-73.925895690917969,40.833564758300781,-73.929100036621094,1433131541,1433131722,.62
40.717887878417969,-73.957656860351563,40.734386444091797,-73.954872131347656,1433131464,1433131821,1.31
40.702529907226563,-73.989471435546875,40.741996765136719,-73.921821594238281,1433131432,1433132321,6.54
40.754180908203125,-73.942367553710938,40.754646301269531,-73.9920654296875,1433131532,1433132458,4.38
40.759231567382812,-73.918754577636719,40.758102416992188,-73.883964538574219,1433131407,1433131926,2.56
40.695072174072266,-73.931877136230469,40.716384887695313,-73.991073608398438,1433131520,1433132447,4.05
40.721416473388672,-73.844398498535156,40.746692657470703,-73.868331909179688,1433131563,1433132442,2.64
40.839790344238281,-73.921401977539062,40.832401275634766,-73.942481994628906,1433131505,1433131950,1.73
40.67413330078125,-73.9754638671875,40.762096405029297,-73.986129760742188,1433131474,1433132908,6.81
40.775238037109375,-73.911895751953125,40.757976531982422,-73.990524291992188,1433131512,1433132921,5.97
40.691242218017578,-73.99163818359375,40.685951232910156,-73.947357177734375,1433131398,1433132195,3.17
40.714618682861328,-73.9442138671875,40.684467315673828,-73.933464050292969,1433131485,1433132232,2.58
40.760536193847656,-73.922309875488281,40.767051696777344,-73.982620239257813,1433131575,1433132630,4.14
40.674217224121094,-73.982070922851562,40.666473388671875,-73.982391357421875,1433131590,1433131819,.70
40.717193603515625,-73.958168029785156,40.682437896728516,-73.979698181152344,1433131529,1433132355,4.10
40.767078399658203,-73.912368774414063,40.730251312255859,-73.999893188476562,1433131439,1433132960,7.00
40.750083923339844,-73.864387512207031,40.765541076660156,-73.926124572753906,1433131455,1433132419,4.50
