2015-02-03 00,12201,1.64,25992.52,3.50,97215.30,13.08,3651.26,0.49,3698.50,0.50,12738.37,1.71,16.00,0.00,119546.93,16.09,7432	
2015-02-03 01,7263,1.65,16416.32,3.74,59755.33,13.60,2141.50,0.49,2186.00,0.50,7653.32,1.74,0.00,0.00,73052.85,16.63,4393	
2015-02-03 02,4462,1.66,10232.41,3.81,37845.28,14.10,1284.00,0.48,1331.50,0.50,4638.73,1.73,2.00,0.00,45906.71,17.10,2684	
2015-02-03 03,3040,1.65,7442.33,4.04,26414.00,14.36,885.00,0.48,912.50,0.50,2796.91,1.52,29.00,0.02,31588.51,17.17,1840	
2015-02-03 04,3111,1.63,8297.52,4.35,29566.81,15.50,901.83,0.47,944.50,0.50,3124.49,1.64,0.00,0.00,35109.13,18.40,1908	
2015-02-03 05,5930,1.52,12429.57,3.18,46859.13,12.00,1737.00,0.44,1940.00,0.50,5846.29,1.50,152.00,0.04,57704.42,14.78,3905	
2015-02-03 06,15956,1.50,25636.36,2.41,107102.46,10.08,50.00,0.00,5296.00,0.50,13696.50,1.29,133.00,0.01,129464.76,12.19,10623	
2015-02-03 07,30087,1.60,41261.82,2.19,195504.89,10.37,2.00,0.00,9413.00,0.50,24664.98,1.31,51.00,0.00,235289.97,12.48,18851	
2015-02-03 08,36564,1.62,47549.59,2.11,251272.36,11.13,11.50,0.00,11271.50,0.50,34259.00,1.52,151.00,0.01,303738.92,13.46,22573	
2015-02-03 09,35994,1.60,45238.53,2.01,256262.71,11.38,13.00,0.00,11231.00,0.50,34669.04,1.54,149.00,0.01,309076.91,13.73,22510	
2015-02-03 10,34001,1.61,42586.30,2.01,244750.00,11.58,18.00,0.00,10548.50,0.50,31671.97,1.50,50.00,0.00,293384.48,13.88,21144	
2015-02-03 11,33199,1.64,40138.89,1.98,235352.60,11.59,18.00,0.00,10130.50,0.50,29433.28,1.45,60.00,0.00,281082.24,13.85,20302	
2015-02-03 12,31795,1.64,38047.37,1.97,226585.56,11.71,12.00,0.00,9654.00,0.50,28491.75,1.47,139.00,0.01,270685.62,13.99,19354	
2015-02-03 13,30732,1.63,38594.83,2.05,224673.71,11.91,19.50,0.00,9414.50,0.50,27957.61,1.48,119.00,0.01,267844.60,14.20,18865	
2015-02-03 14,32848,1.65,40043.32,2.01,231892.39,11.67,20.50,0.00,9919.00,0.50,28405.31,1.43,122.00,0.01,276316.64,13.90,19877	
2015-02-03 15,33437,1.67,40361.44,2.01,232088.87,11.57,920.50,0.05,10003.50,0.50,28284.83,1.41,109.00,0.01,277422.36,13.83,20066	
2015-02-03 16,27365,1.64,34108.14,2.05,186142.79,11.17,16270.50,0.98,8310.00,0.50,23625.00,1.42,74.00,0.00,239417.50,14.37,16661	
2015-02-03 17,34317,1.64,42011.67,2.01,231254.88,11.04,20815.00,0.99,10456.00,0.50,31090.42,1.48,28.00,0.00,299936.22,14.32,20947	
2015-02-03 18,43727,1.65,53641.17,2.02,294703.65,11.11,26365.00,0.99,13237.50,0.50,41285.91,1.56,75.00,0.00,383620.76,14.47,26518	
2015-02-03 19,43807,1.65,58033.40,2.18,286644.30,10.78,25750.50,0.97,13262.00,0.50,41456.73,1.56,35.00,0.00,375125.53,14.11,26589	
2015-02-03 20,43569,1.65,65176.53,2.47,287849.40,10.91,13293.50,0.50,13163.00,0.50,42184.77,1.60,42.00,0.00,364446.13,13.82,26377	
2015-02-03 21,42802,1.66,69946.18,2.72,294621.45,11.45,12762.23,0.50,12830.50,0.50,45036.21,1.75,41.00,0.00,373010.41,14.50,25725	
2015-02-03 22,38350,1.67,65968.82,2.87,271882.66,11.84,11360.00,0.49,11428.00,0.50,41289.38,1.80,62.00,0.00,342915.41,14.93,22965	
2015-02-03 23,28128,1.67,51272.79,3.05,203394.70,12.11,8299.05,0.49,8360.00,0.50,29086.30,1.73,38.00,0.00,254212.05,15.14,16794	
2015-02-04 00,16612,1.67,31942.40,3.22,124013.12,12.49,4881.30,0.49,4932.00,0.50,16896.14,1.70,33.00,0.00,153731.71,15.49,9927	
2015-02-04 01,9668,1.64,19536.37,3.31,74277.12,12.58,2898.00,0.49,2933.00,0.50,9388.12,1.59,36.00,0.01,91302.54,15.46,5904	
2015-02-04 02,6063,1.68,11611.66,3.22,43925.48,12.20,1774.50,0.49,1790.50,0.50,4994.76,1.39,2.00,0.00,53567.24,14.88,3601	
2015-02-04 03,4262,1.71,8319.41,3.33,31363.11,12.56,1219.50,0.49,1239.00,0.50,3207.16,1.28,11.00,0.00,37788.57,15.13,2497	
2015-02-04 04,3702,1.64,8001.96,3.55,29796.75,13.20,1098.50,0.49,1121.00,0.50,3054.40,1.35,94.00,0.04,35841.75,15.88,2257	
2015-02-04 05,5770,1.54,11161.92,2.98,42045.16,11.22,1668.00,0.45,1868.00,0.50,5064.62,1.35,23.00,0.01,51792.68,13.83,3746	
2015-02-04 06,17519,1.55,26607.46,2.36,110931.08,9.82,60.00,0.01,5629.50,0.50,14112.53,1.25,114.00,0.01,134229.63,11.89,11294	
2015-02-04 07,32877,1.59,45217.35,2.18,215858.40,10.42,7.00,0.00,10347.50,0.50,28146.20,1.36,29.00,0.00,260606.16,12.57,20725	
2015-02-04 08,38546,1.60,48531.14,2.01,266494.91,11.06,19.50,0.00,12027.50,0.50,36678.17,1.52,49.00,0.00,322493.58,13.39,24089	
2015-02-04 09,35756,1.58,44134.70,1.95,256670.13,11.32,13.50,0.00,11322.50,0.50,35331.56,1.56,39.00,0.00,310176.35,13.68,22679	
2015-02-04 10,31299,1.59,38907.05,1.98,225433.81,11.45,17.50,0.00,9835.00,0.50,29045.14,1.48,24.00,0.00,270264.65,13.73,19690	
2015-02-04 11,31241,1.62,37938.96,1.97,222942.87,11.57,25.50,0.00,9613.50,0.50,28757.24,1.49,92.00,0.00,267207.96,13.87,19272	
2015-02-04 12,31524,1.61,37069.56,1.90,225861.57,11.55,13.50,0.00,9751.50,0.50,28319.24,1.45,79.00,0.00,269886.46,13.81,19549	
2015-02-04 13,31142,1.60,38807.39,2.00,228252.99,11.76,24.00,0.00,9683.00,0.50,27951.39,1.44,150.00,0.01,271883.18,14.00,19416	
2015-02-04 14,32551,1.63,39195.09,1.97,237045.93,11.90,22.00,0.00,9934.50,0.50,29364.48,1.47,100.00,0.01,282434.51,14.18,19918	
2015-02-04 15,30035,1.67,35420.65,1.97,215823.93,12.03,784.00,0.04,8953.00,0.50,26012.75,1.45,128.00,0.01,257082.74,14.33,17943	
2015-02-04 16,23050,1.64,29037.60,2.07,167920.36,11.95,13699.50,0.98,7004.00,0.50,21837.93,1.55,133.00,0.01,214818.55,15.29,14049	
2015-02-04 17,28828,1.63,35570.12,2.01,209674.01,11.87,17547.50,0.99,8820.50,0.50,27953.09,1.58,9.00,0.00,269304.96,15.24,17669	
2015-02-04 18,37583,1.62,46739.13,2.02,262779.16,11.35,23028.50,0.99,11553.00,0.50,37256.51,1.61,48.00,0.00,341605.57,14.76,23146	
2015-02-04 19,42858,1.65,57091.16,2.19,288898.69,11.09,25240.00,0.97,12996.00,0.50,42023.52,1.61,70.00,0.00,377039.61,14.48,26045	
2015-02-04 20,41803,1.63,63266.30,2.47,284162.54,11.11,12901.50,0.50,12758.00,0.50,42967.58,1.68,57.00,0.00,360518.08,14.09,25580	
2015-02-04 21,41875,1.65,68684.49,2.71,292741.25,11.55,12573.70,0.50,12633.50,0.50,44545.50,1.76,65.00,0.00,370157.95,14.61,25344	
2015-02-04 22,39400,1.66,67711.27,2.85,281646.41,11.86,11777.00,0.50,11827.50,0.50,43088.07,1.81,83.00,0.00,355539.48,14.98,23742	
2015-02-04 23,29922,1.67,54044.04,3.01,217005.28,12.10,8867.50,0.49,8934.50,0.50,31571.90,1.76,47.00,0.00,271810.23,15.16,17929	
2015-02-05 00,19306,1.65,38256.65,3.27,147725.50,12.63,5761.00,0.49,5816.00,0.50,20463.43,1.75,25.00,0.00,183295.83,15.67,11699	
2015-02-05 01,11176,1.63,22104.63,3.22,84269.40,12.29,3395.50,0.50,3417.50,0.50,10688.08,1.56,16.00,0.00,103842.98,15.14,6857	
2015-02-05 02,6989,1.64,13685.33,3.22,52127.81,12.25,2098.50,0.49,2116.00,0.50,6277.52,1.48,59.00,0.01,63953.13,15.03,4254	
2015-02-05 03,4596,1.64,9595.35,3.41,35686.91,12.70,1382.00,0.49,1397.50,0.50,3733.71,1.33,0.00,0.00,43042.82,15.32,2810	
2015-02-05 04,3868,1.59,8486.35,3.49,31351.67,12.88,1179.00,0.48,1207.00,0.50,3031.61,1.25,15.00,0.01,37515.38,15.41,2434	
2015-02-05 05,5922,1.53,11674.00,3.02,44103.00,11.41,1714.50,0.44,1919.00,0.50,5413.77,1.40,88.00,0.02,54397.78,14.07,3866	
2015-02-05 06,17490,1.53,26829.15,2.34,112637.32,9.84,57.00,0.00,5709.50,0.50,14289.41,1.25,54.00,0.00,136182.69,11.90,11446	
2015-02-05 07,33257,1.59,44856.74,2.14,215249.99,10.26,23.50,0.00,10472.50,0.50,29333.68,1.40,79.00,0.00,261456.13,12.47,20971	
2015-02-05 08,38894,1.60,48598.84,1.99,268812.85,11.03,19.00,0.00,12171.50,0.50,37357.11,1.53,52.00,0.00,325720.92,13.36,24374	
2015-02-05 09,36247,1.58,43814.90,1.91,256806.36,11.21,20.50,0.00,11442.50,0.50,35455.09,1.55,87.00,0.00,310685.85,13.56,22918	
2015-02-05 10,32726,1.60,38241.08,1.87,223712.09,10.95,28.00,0.00,10195.00,0.50,29481.46,1.44,39.00,0.00,269585.71,13.20,20425	
2015-02-05 11,32311,1.62,38685.40,1.94,222247.40,11.14,27.00,0.00,9959.50,0.50,28621.66,1.44,77.00,0.00,266916.30,13.38,19943	
2015-02-05 12,33400,1.62,39181.66,1.90,227608.40,11.06,27.00,0.00,10271.50,0.50,29144.39,1.42,87.00,0.00,273311.03,13.28,20581	
2015-02-05 13,32577,1.63,40095.25,2.01,223258.97,11.18,27.50,0.00,9959.00,0.50,28418.00,1.42,184.00,0.01,267837.15,13.41,19969	
2015-02-05 14,34778,1.63,42664.27,2.00,238511.27,11.18,34.50,0.00,10640.00,0.50,29734.94,1.39,205.00,0.01,285521.71,13.39,21330	
2015-02-05 15,34063,1.67,40675.09,1.99,225488.27,11.04,914.00,0.04,10187.50,0.50,27996.83,1.37,234.00,0.01,270949.86,13.26,20426	
2015-02-05 16,27045,1.65,33777.62,2.06,177512.07,10.82,15974.00,0.97,8180.00,0.50,23730.44,1.45,119.00,0.01,230438.80,14.05,16407	
2015-02-05 17,34646,1.64,41294.64,1.96,224424.19,10.64,20935.50,0.99,10528.00,0.50,30669.60,1.45,41.00,0.00,292926.45,13.89,21094	
2015-02-05 18,45945,1.65,55839.68,2.01,294682.95,10.60,27640.00,0.99,13877.00,0.50,41907.00,1.51,69.00,0.00,386515.83,13.91,27789	
2015-02-05 19,48774,1.64,63353.39,2.13,310987.26,10.46,28856.00,0.97,14845.50,0.50,45620.81,1.53,33.00,0.00,409265.90,13.77,29731	
2015-02-05 20,49055,1.65,71431.21,2.40,323350.11,10.86,15050.00,0.51,14854.50,0.50,48203.99,1.62,49.00,0.00,480380.73,16.14,29762	
2015-02-05 21,49305,1.68,77786.86,2.65,337407.73,11.51,14557.90,0.50,14624.00,0.50,50706.51,1.73,206.00,0.01,426300.26,14.54,29317	
2015-02-05 22,44999,1.67,75254.64,2.79,319303.72,11.85,13366.00,0.50,13432.00,0.50,48137.19,1.79,38.00,0.00,402359.17,14.94,26939	
2015-02-05 23,38254,1.66,67376.85,2.93,277381.32,12.07,11377.50,0.49,11452.50,0.50,40344.77,1.75,107.00,0.00,347558.53,15.12,22989	
2015-02-06 00,26358,1.68,47784.59,3.05,190017.36,12.13,7766.30,0.50,7808.50,0.50,26326.39,1.68,15.00,0.00,236638.61,15.10,15668	
2015-02-06 01,15834,1.65,29900.47,3.11,117060.07,12.19,4748.50,0.49,4778.00,0.50,16365.62,1.70,39.00,0.00,145870.89,15.19,9606	
2015-02-06 02,10488,1.66,20390.54,3.22,78079.99,12.34,3123.00,0.49,3146.00,0.50,9454.21,1.49,5.00,0.00,95706.00,15.13,6326	
2015-02-06 03,6802,1.63,13713.12,3.29,53495.92,12.82,2039.00,0.49,2062.50,0.49,5839.29,1.40,22.00,0.01,64711.41,15.51,4172	
2015-02-06 04,5358,1.65,11603.03,3.58,43978.40,13.56,1573.00,0.49,1610.50,0.50,4504.44,1.39,132.00,0.04,52770.94,16.27,3243	
2015-02-06 05,6447,1.56,12594.51,3.04,47851.33,11.55,1843.50,0.44,2059.50,0.50,5856.32,1.41,56.00,0.01,58908.35,14.22,4143	
2015-02-06 06,17851,1.54,28881.55,2.49,116991.44,10.08,57.50,0.00,5787.00,0.50,14678.45,1.27,67.00,0.01,141060.31,12.16,11603	
2015-02-06 07,33786,1.58,47069.33,2.21,220261.91,10.33,8.50,0.00,10644.00,0.50,28695.51,1.35,104.00,0.00,266110.91,12.48,21320	
2015-02-06 08,39261,1.61,48536.16,1.99,266838.94,10.93,14.00,0.00,12197.00,0.50,36784.61,1.51,53.00,0.00,323214.32,13.23,24422	
2015-02-06 09,36711,1.59,45527.97,1.97,261173.37,11.28,21.50,0.00,11563.00,0.50,35459.62,1.53,22.00,0.00,315186.29,13.61,23158	
2015-02-06 10,33475,1.62,40383.50,1.95,234866.79,11.35,18.50,0.00,10328.50,0.50,30420.05,1.47,85.00,0.00,281925.10,13.63,20684	
2015-02-06 11,34201,1.63,40674.20,1.93,238156.96,11.32,21.50,0.00,10495.50,0.50,30044.79,1.43,143.00,0.01,285170.47,13.56,21032	
2015-02-06 12,33863,1.62,41012.15,1.96,238436.93,11.38,12.00,0.00,10462.50,0.50,29874.67,1.43,113.00,0.01,285185.30,13.61,20958	
2015-02-06 13,33565,1.63,42455.38,2.06,232822.61,11.32,16.00,0.00,10261.50,0.50,29033.55,1.41,102.00,0.00,278400.06,13.54,20567	
2015-02-06 14,35575,1.65,44182.48,2.04,248470.75,11.50,33.00,0.00,10785.00,0.50,30327.11,1.40,167.00,0.01,296280.61,13.71,21613	
2015-02-06 15,32392,1.65,40039.89,2.04,226242.11,11.55,879.50,0.04,9769.50,0.50,27367.57,1.40,114.00,0.01,270246.04,13.80,19590	
2015-02-06 16,26860,1.64,33053.15,2.02,177312.20,10.85,15921.50,0.97,8155.50,0.50,22279.27,1.36,102.00,0.01,228673.37,13.99,16349	
2015-02-06 17,35277,1.64,44172.91,2.06,234748.86,10.94,21257.50,0.99,10717.00,0.50,31081.87,1.45,17.00,0.00,304265.13,14.17,21467	
2015-02-06 18,46091,1.65,58981.92,2.11,307621.05,11.03,27685.00,0.99,13928.50,0.50,43074.77,1.54,59.00,0.00,400739.22,14.37,27892	
2015-02-06 19,49723,1.65,65339.86,2.17,325805.96,10.83,29143.00,0.97,15020.50,0.50,46646.83,1.55,31.00,0.00,425669.45,14.15,30082	
2015-02-06 20,48766,1.69,66530.54,2.31,316663.30,10.98,14576.00,0.51,14400.50,0.50,44752.33,1.55,24.00,0.00,399066.59,13.84,28835	
2015-02-06 21,47879,1.72,68534.56,2.47,309108.62,11.13,13812.00,0.50,13862.50,0.50,43147.34,1.55,330.00,0.01,388592.26,13.99,27767	
2015-02-06 22,48601,1.73,72071.59,2.57,318208.20,11.36,13926.00,0.50,13980.00,0.50,44065.96,1.57,49.00,0.00,398635.26,14.23,28022	
2015-02-06 23,48247,1.74,75913.98,2.74,326464.60,11.80,13746.50,0.50,13805.00,0.50,45089.39,1.63,37.00,0.00,407443.91,14.73,27662	
2015-02-07 00,44410,1.74,73557.23,2.88,315733.16,12.36,12706.00,0.50,12750.50,0.50,42424.82,1.66,2.00,0.00,391284.15,15.31,25553	
2015-02-07 01,37219,1.72,63176.79,2.93,260304.03,12.06,10723.00,0.50,10760.50,0.50,35733.89,1.65,21.00,0.00,324029.91,15.01,21593	
2015-02-07 02,30532,1.74,53261.97,3.03,213031.08,12.12,8712.50,0.50,8748.00,0.50,29357.24,1.67,24.00,0.00,265142.58,15.09,17570	
2015-02-07 03,22551,1.73,41817.44,3.22,162772.77,12.52,6432.50,0.49,6469.50,0.50,20332.36,1.56,95.00,0.01,200004.68,15.38,13005	
2015-02-07 04,14114,1.74,27493.39,3.38,104890.40,12.91,3995.00,0.49,4029.50,0.50,11322.30,1.39,28.00,0.00,126700.10,15.59,8127	
2015-02-07 05,6009,1.61,13919.56,3.72,51058.60,13.66,1704.00,0.46,1854.00,0.50,5123.33,1.37,24.00,0.01,60885.33,16.28,3739	
2015-02-07 06,6957,1.55,15483.91,3.45,56979.23,12.71,28.00,0.01,2228.00,0.50,6068.80,1.35,78.00,0.02,66725.73,14.89,4482	
2015-02-07 07,10487,1.55,18942.14,2.79,73743.03,10.87,4.00,0.00,3381.50,0.50,8747.70,1.29,47.00,0.01,87956.43,12.97,6781	
2015-02-07 08,18061,1.61,26227.16,2.34,110279.32,9.85,1.50,0.00,5588.50,0.50,13663.15,1.22,70.00,0.01,132960.07,11.87,11197	
2015-02-07 09,26984,1.66,34590.02,2.12,155767.72,9.56,1.00,0.00,8138.00,0.50,19115.10,1.17,44.00,0.00,187954.12,11.54,16294	
2015-02-07 10,33147,1.68,40324.81,2.05,190075.44,9.65,2.00,0.00,9840.50,0.50,23712.30,1.20,46.00,0.00,229588.90,11.65,19705	
2015-02-07 11,40985,1.72,47334.41,1.98,233806.41,9.80,4.50,0.00,11916.50,0.50,28794.75,1.21,22.00,0.00,281700.43,11.81,23856	
2015-02-07 12,41628,1.72,48164.93,1.99,240327.63,9.92,15.05,0.00,12099.50,0.50,29313.44,1.21,57.00,0.00,289080.67,11.93,24230	
2015-02-07 13,41468,1.73,49519.17,2.07,246300.56,10.28,13.00,0.00,11970.00,0.50,30119.81,1.26,42.00,0.00,295649.46,12.34,23968	
2015-02-07 14,38279,1.71,47050.17,2.10,232804.24,10.38,12.50,0.00,11202.00,0.50,28244.65,1.26,113.00,0.01,279151.56,12.44,22435	
2015-02-07 15,37657,1.72,46516.95,2.13,225506.08,10.31,19.50,0.00,10914.50,0.50,26984.00,1.23,23.00,0.00,270007.10,12.35,21862	
2015-02-07 16,35607,1.72,44142.19,2.13,210424.39,10.14,188.00,0.01,10359.00,0.50,25030.13,1.21,56.00,0.00,252280.38,12.16,20742	
2015-02-07 17,40484,1.73,50599.99,2.16,241731.95,10.31,209.50,0.01,11712.00,0.50,29111.90,1.24,36.00,0.00,289837.55,12.36,23457	
2015-02-07 18,48740,1.72,61194.05,2.16,296024.35,10.46,241.50,0.01,14140.00,0.50,36713.85,1.30,11.00,0.00,355620.50,12.56,28312	
2015-02-07 19,51385,1.76,63724.98,2.18,311755.32,10.66,906.00,0.03,14607.50,0.50,39171.46,1.34,0.00,0.00,375215.50,12.83,29243	
2015-02-07 20,43669,1.74,56517.71,2.25,268475.50,10.70,12303.50,0.49,12524.50,0.50,35680.38,1.42,4.00,0.00,336510.34,13.42,25081	
2015-02-07 21,43145,1.76,58166.18,2.37,269645.80,10.99,12190.50,0.50,12245.50,0.50,35229.64,1.44,42.00,0.00,336710.04,13.73,24526	
2015-02-07 22,48939,1.77,68216.41,2.47,317898.13,11.51,13743.50,0.50,13790.50,0.50,41635.21,1.51,35.00,0.00,395383.84,14.32,27619	
2015-02-07 23,52659,1.79,77340.91,2.63,344461.83,11.71,14638.00,0.50,14680.50,0.50,45790.82,1.56,33.00,0.00,428441.15,14.57,29404	
2015-02-08 00,50278,1.78,77348.39,2.73,330439.92,11.68,14070.50,0.50,14116.50,0.50,45017.07,1.59,17.00,0.00,412154.54,14.57,28291	
2015-02-08 01,44896,1.76,73414.74,2.88,300643.50,11.78,12678.00,0.50,12713.50,0.50,40955.25,1.60,32.00,0.00,374685.99,14.68,25524	
2015-02-08 02,38980,1.76,66580.23,3.01,265941.27,12.02,10970.00,0.50,11012.00,0.50,35944.13,1.63,42.00,0.00,330542.80,14.94,22119	
2015-02-08 03,29862,1.78,54099.26,3.22,206635.08,12.29,8323.50,0.50,8358.50,0.50,26851.71,1.60,34.00,0.00,255277.84,15.18,16813	
2015-02-08 04,18448,1.76,36664.16,3.49,137722.75,13.11,5176.50,0.49,5216.00,0.50,15204.46,1.45,40.00,0.00,166510.01,15.85,10506	
2015-02-08 05,6952,1.66,16347.12,3.91,60654.69,14.52,1910.00,0.46,2071.00,0.50,5638.49,1.35,63.00,0.02,71590.28,17.14,4177	
2015-02-08 06,6371,1.61,15164.25,3.82,54518.54,13.74,28.50,0.01,1972.00,0.50,5613.68,1.42,65.00,0.02,63387.52,15.98,3967	
2015-02-08 07,7311,1.54,14128.93,2.98,53383.76,11.27,5.00,0.00,2358.50,0.50,5832.87,1.23,16.00,0.00,63015.73,13.30,4737	
2015-02-08 08,12041,1.62,18900.13,2.54,75670.92,10.17,4.00,0.00,3709.50,0.50,8800.60,1.18,53.00,0.01,90469.12,12.15,7444	
2015-02-08 09,19628,1.66,27421.43,2.32,114505.17,9.69,1.50,0.00,5896.00,0.50,13745.19,1.16,17.00,0.00,137706.06,11.66,11813	
2015-02-08 10,27618,1.69,36009.55,2.20,155419.54,9.52,4.50,0.00,8152.00,0.50,19217.91,1.18,58.00,0.00,187750.05,11.50,16333	
2015-02-08 11,33310,1.70,42032.20,2.15,187711.33,9.59,5.50,0.00,9768.50,0.50,23619.32,1.21,171.00,0.01,227145.75,11.61,19571	
2015-02-08 12,37473,1.70,47500.91,2.15,216364.29,9.80,12.50,0.00,11024.50,0.50,27257.10,1.23,67.00,0.00,261347.59,11.84,22077	
2015-02-08 13,38854,1.70,50205.25,2.20,232817.96,10.20,13.00,0.00,11388.00,0.50,29318.26,1.28,100.00,0.00,280480.43,12.29,22818	
2015-02-08 14,37931,1.71,49379.95,2.23,229103.29,10.33,14.00,0.00,11058.00,0.50,28077.88,1.27,244.00,0.01,275147.24,12.41,22170	
2015-02-08 15,36267,1.71,48717.44,2.29,224217.05,10.55,16.50,0.00,10601.50,0.50,27614.15,1.30,162.00,0.01,268985.96,12.66,21255	
2015-02-08 16,33818,1.70,46213.65,2.32,210602.94,10.56,173.50,0.01,9947.50,0.50,26266.87,1.32,90.00,0.00,253060.73,12.69,19941	
2015-02-08 17,34240,1.70,46728.14,2.32,210186.24,10.42,195.50,0.01,10061.00,0.50,26622.51,1.32,76.00,0.00,253188.95,12.55,20167	
2015-02-08 18,35419,1.70,49596.54,2.38,218770.01,10.49,189.00,0.01,10407.00,0.50,28025.21,1.34,18.00,0.00,263663.87,12.65,20849	
2015-02-08 19,31648,1.69,46463.14,2.49,198729.85,10.63,613.00,0.03,9327.50,0.50,26120.40,1.40,62.00,0.00,240460.91,12.86,18692	
2015-02-08 20,26665,1.69,41651.13,2.64,171327.71,10.87,7684.00,0.49,7863.00,0.50,23309.31,1.48,47.00,0.00,214959.60,13.64,15761	
2015-02-08 21,24518,1.69,41294.98,2.85,162993.26,11.25,7163.50,0.49,7230.00,0.50,21918.22,1.51,29.00,0.00,203679.18,14.06,14486	
2015-02-08 22,20543,1.66,36326.46,2.93,141454.60,11.42,6116.50,0.49,6177.00,0.50,18569.83,1.50,20.00,0.00,176054.28,14.22,12385	
2015-02-08 23,17578,1.67,32740.81,3.11,124342.82,11.82,5199.00,0.49,5244.00,0.50,15795.97,1.50,6.00,0.00,153743.49,14.61,10521	
2015-02-09 00,11096,1.65,23601.99,3.50,86119.11,12.77,3304.00,0.49,3357.50,0.50,10488.67,1.56,30.00,0.00,105321.28,15.62,6744	
2015-02-09 01,6445,1.64,13448.11,3.43,49847.57,12.70,1930.00,0.49,1955.00,0.50,5590.75,1.42,10.00,0.00,60510.82,15.41,3926	
2015-02-09 02,4418,1.62,8953.09,3.29,33168.75,12.19,1345.50,0.49,1355.50,0.50,3472.33,1.28,0.00,0.00,40158.38,14.75,2722	
2015-02-09 03,2997,1.65,6156.10,3.39,23081.73,12.70,893.50,0.49,903.50,0.50,2295.29,1.26,26.00,0.01,27748.08,15.26,1818	
2015-02-09 04,3183,1.61,6915.82,3.51,25348.45,12.85,960.50,0.49,981.50,0.50,2403.60,1.22,28.00,0.01,30313.65,15.36,1973	
2015-02-09 05,5618,1.56,10754.39,2.98,40516.48,11.24,1614.50,0.45,1797.00,0.50,4654.08,1.29,13.00,0.00,49675.06,13.78,3604	
2015-02-09 06,17051,1.53,26274.97,2.36,109356.65,9.81,60.50,0.01,5563.00,0.50,13645.56,1.22,63.00,0.01,132031.31,11.85,11145	
2015-02-09 07,30324,1.58,40449.52,2.10,192188.76,9.99,4.00,0.00,9598.00,0.50,24955.29,1.30,147.00,0.01,232663.44,12.10,19229	
2015-02-09 08,34790,1.59,42418.41,1.94,226372.53,10.33,12.50,0.00,10941.00,0.50,30744.60,1.40,51.00,0.00,274702.13,12.54,21913	
2015-02-09 09,32283,1.58,38518.13,1.89,207971.48,10.18,12.50,0.00,10192.50,0.50,27871.66,1.36,32.00,0.00,252204.04,12.35,20420	
2015-02-09 10,28816,1.59,34822.49,1.92,182034.04,10.05,13.00,0.00,9044.00,0.50,23332.32,1.29,98.00,0.01,219955.88,12.14,18117	
2015-02-09 11,26278,1.60,32642.58,1.99,164445.33,10.04,15.00,0.00,8175.00,0.50,20124.93,1.23,99.00,0.01,197772.36,12.07,16380	
2015-02-09 12,28044,1.62,33623.18,1.95,170662.25,9.88,15.50,0.00,8622.00,0.50,21184.45,1.23,129.00,0.01,205796.60,11.91,17280	
2015-02-09 13,27187,1.61,33860.86,2.01,167252.69,9.92,14.50,0.00,8410.00,0.50,20825.02,1.24,61.00,0.00,201625.44,11.96,16860	
2015-02-09 14,29249,1.62,36514.95,2.02,180302.24,9.97,13.50,0.00,9013.00,0.50,22313.35,1.23,144.00,0.01,217213.21,12.02,18076	
2015-02-09 15,30357,1.65,37249.12,2.02,184948.64,10.03,877.00,0.05,9196.50,0.50,22417.79,1.22,1022.00,0.06,223991.59,12.15,18432	
2015-02-09 16,28130,1.65,34429.28,2.02,165694.84,9.72,16649.00,0.98,8501.50,0.50,21913.99,1.29,19.00,0.00,217889.73,12.79,17039	
2015-02-09 17,34205,1.63,42540.92,2.03,204845.93,9.78,20795.70,0.99,10451.50,0.50,28365.41,1.35,44.00,0.00,270788.62,12.93,20938	
2015-02-09 18,42690,1.65,53662.46,2.07,251798.88,9.71,25772.50,0.99,12945.00,0.50,36921.54,1.42,43.00,0.00,335274.13,12.93,25925	
2015-02-09 19,41725,1.64,55142.38,2.17,247330.44,9.75,24687.00,0.97,12665.50,0.50,37564.18,1.48,109.00,0.00,329965.62,13.01,25371	
2015-02-09 20,39144,1.64,58213.68,2.44,246395.81,10.33,12052.00,0.51,11904.50,0.50,37299.66,1.56,19.00,0.00,314825.37,13.20,23853	
2015-02-09 21,36173,1.66,59330.84,2.72,241576.66,11.07,10826.00,0.50,10886.00,0.50,36872.10,1.69,77.00,0.00,306783.56,14.06,21824	
2015-02-09 22,29982,1.65,51805.64,2.86,206884.06,11.40,8991.50,0.50,9041.50,0.50,31126.31,1.72,36.00,0.00,261520.47,14.41,18144	
2015-02-09 23,21084,1.65,41165.60,3.23,157264.08,12.34,6297.50,0.49,6356.00,0.50,22739.39,1.78,35.00,0.00,196516.37,15.41,12749	
2015-02-10 00,12669,1.65,25287.60,3.28,95258.05,12.37,3786.00,0.49,3831.50,0.50,12753.41,1.66,0.00,0.00,117938.06,15.32,7700	
2015-02-10 01,7527,1.68,14756.04,3.29,54491.50,12.14,2220.50,0.49,2238.00,0.50,7137.24,1.59,0.00,0.00,67435.70,15.03,4487	
2015-02-10 02,4783,1.61,10434.07,3.52,38146.10,12.87,1453.50,0.49,1476.50,0.50,4391.16,1.48,0.00,0.00,46355.86,15.63,2965	
